0	0	0	0	0	0	0.11
0	0	0	0	0	0	0.27
0	0	0	0	0	1	0.47
0	0	0	0	0	2	0.78
0	0	0	0	0	3	1.18
0	0	0	0	0	3	1.82
0	0	0	0	0	4	2.61
0	0	0	0	0	5	3.76
0	0	0	0	0	6	4.99
0	0	0	0	0	6	7.16
0	0	0	0	0	7	11.93
0	0	0	0	0	8	20.11
0	0	0	0	0	9	32.75
0	0	0	0	0	9	49.49
0	0	0	1	1	0	0.04
0	0	0	1	1	0	0.17
0	0	0	1	1	1	0.37
0	0	0	1	1	2	0.66
0	0	0	1	1	3	1.06
0	0	0	1	1	3	1.59
0	0	0	1	1	4	2.33
0	0	0	1	1	5	3.29
0	0	0	1	1	6	4.61
0	0	0	1	1	6	7.11
0	0	0	1	1	7	11.99
0	0	0	1	1	8	21.09
0	0	0	1	1	9	35.01
0	0	0	1	1	9	51.8
0	1	0	2	2	0	0.09
0	1	0	2	2	0	0.29
0	1	0	2	2	1	0.56
0	1	0	2	2	2	0.86
0	1	0	2	2	3	1.31
0	1	0	2	2	3	1.99
0	1	0	2	2	4	2.94
0	1	0	2	2	5	4.21
0	1	0	2	2	6	5.54
0	1	0	2	2	6	8.25
0	1	0	2	2	7	13.08
0	1	0	2	2	8	21.4
0	1	0	2	2	9	33.14
0	1	0	2	2	9	50.14
0	1	1	0	3	0	0.2
0	1	1	0	3	0	0.35
0	1	1	0	3	1	0.65
0	1	1	0	3	2	0.93
0	1	1	0	3	3	1.37
0	1	1	0	3	3	1.97
0	1	1	0	3	4	2.83
0	1	1	0	3	5	3.99
0	1	1	0	3	6	5.19
0	1	1	0	3	6	8.03
0	1	1	0	3	7	12.86
0	1	1	0	3	8	21.51
0	1	1	0	3	9	33.97
0	1	1	0	3	9	50.36
0	2	2	0	2	0	0.2
0	2	2	0	2	0	0.35
0	2	2	0	2	1	0.65
0	2	2	0	2	2	0.93
0	2	2	0	2	3	1.37
0	2	2	0	2	3	1.97
0	2	2	0	2	4	2.83
0	2	2	0	2	5	3.99
0	2	2	0	2	6	5.19
0	2	2	0	2	6	8.03
0	2	2	0	2	7	12.86
0	2	2	0	2	8	21.51
0	2	2	0	2	9	33.97
0	2	2	0	2	9	50.36
0	0	2	1	0	0	0.12
0	0	2	1	0	0	0.26
0	0	2	1	0	1	0.43
0	0	2	1	0	2	0.69
0	0	2	1	0	3	1.09
0	0	2	1	0	3	1.67
0	0	2	1	0	4	2.46
0	0	2	1	0	5	3.43
0	0	2	1	0	6	4.62
0	0	2	1	0	6	6.86
0	0	2	1	0	7	11.56
0	0	2	1	0	8	20.63
0	0	2	1	0	9	34.5
0	0	2	1	0	9	54.23
0	1	1	3	0	0	0.28
0	1	1	3	0	0	0.44
0	1	1	3	0	1	0.7
0	1	1	3	0	2	1.07
0	1	1	3	0	3	1.57
0	1	1	3	0	3	2.23
0	1	1	3	0	4	3.09
0	1	1	3	0	5	4.09
0	1	1	3	0	6	5.82
0	1	1	3	0	6	8.28
0	1	1	3	0	7	12.8
0	1	1	3	0	8	20.41
0	1	1	3	0	9	32.34
0	1	1	3	0	9	47.29
0	3	0	0	4	0	0.2
0	3	0	0	4	0	0.38
0	3	0	0	4	1	0.64
0	3	0	0	4	2	0.97
0	3	0	0	4	3	1.36
0	3	0	0	4	3	1.98
0	3	0	0	4	4	2.91
0	3	0	0	4	5	4.35
0	3	0	0	4	6	5.79
0	3	0	0	4	6	8.04
0	3	0	0	4	7	12.15
0	3	0	0	4	8	19.18
0	3	0	0	4	9	30.09
0	3	0	0	4	9	44.38
0	4	0	4	5	0	0.15
0	4	0	4	5	0	0.32
0	4	0	4	5	1	0.55
0	4	0	4	5	2	0.86
0	4	0	4	5	3	1.24
0	4	0	4	5	3	1.76
0	4	0	4	5	4	2.49
0	4	0	4	5	5	3.45
0	4	0	4	5	6	4.83
0	4	0	4	5	6	7.37
0	4	0	4	5	7	12.76
0	4	0	4	5	8	21.99
0	4	0	4	5	9	35.64
0	4	0	4	5	9	53.07
1	1	0	0	0	0	0.11
1	1	0	0	0	0	0.24
1	1	0	0	0	1	0.49
1	1	0	0	0	2	0.79
1	1	0	0	0	3	1.28
1	1	0	0	0	3	1.96
1	1	0	0	0	4	2.88
1	1	0	0	0	5	4.14
1	1	0	0	0	6	5.96
1	1	0	0	0	6	9.07
1	1	0	0	0	7	14.93
1	1	0	0	0	8	24.13
1	1	0	0	0	9	38.12
1	1	0	0	0	9	55.44
2	1	0	0	0	0	0.07
2	1	0	0	0	0	0.18
2	1	0	0	0	1	0.4
2	1	0	0	0	2	0.7
2	1	0	0	0	3	1.14
2	1	0	0	0	3	1.83
2	1	0	0	0	4	2.77
2	1	0	0	0	5	4.12
2	1	0	0	0	6	5.41
2	1	0	0	0	6	7.87
2	1	0	0	0	7	12.71
2	1	0	0	0	8	21.02
2	1	0	0	0	9	34.58
2	1	0	0	0	9	51.77
1	1	1	0	3	0	0.08
1	1	1	0	3	0	0.26
1	1	1	0	3	1	0.5
1	1	1	0	3	2	0.83
1	1	1	0	3	3	1.28
1	1	1	0	3	3	1.9
1	1	1	0	3	4	2.68
1	1	1	0	3	5	3.76
1	1	1	0	3	6	5.57
1	1	1	0	3	6	8.76
1	1	1	0	3	7	14.24
1	1	1	0	3	8	23.05
1	1	1	0	3	9	35.46
1	1	1	0	3	9	51.99
2	1	1	0	3	0	0.08
2	1	1	0	3	0	0.24
2	1	1	0	3	1	0.45
2	1	1	0	3	2	0.77
2	1	1	0	3	3	1.19
2	1	1	0	3	3	1.76
2	1	1	0	3	4	2.59
2	1	1	0	3	5	3.85
2	1	1	0	3	6	5.27
2	1	1	0	3	6	7.74
2	1	1	0	3	7	12.4
2	1	1	0	3	8	20.91
2	1	1	0	3	9	33.23
2	1	1	0	3	9	49.14
0	5	1	5	3	0	0.08
0	5	1	5	3	0	0.25
0	5	1	5	3	1	0.46
0	5	1	5	3	2	0.75
0	5	1	5	3	3	1.11
0	5	1	5	3	3	1.57
0	5	1	5	3	4	2.17
0	5	1	5	3	5	2.98
0	5	1	5	3	6	4.42
0	5	1	5	3	6	7.84
0	5	1	5	3	7	14.11
0	5	1	5	3	8	24.14
0	5	1	5	3	9	37.95
0	5	1	5	3	9	55.17
0	5	0	5	0	0	0.1
0	5	0	5	0	0	0.23
0	5	0	5	0	1	0.47
0	5	0	5	0	2	0.76
0	5	0	5	0	3	1.15
0	5	0	5	0	3	1.65
0	5	0	5	0	4	2.28
0	5	0	5	0	5	3.09
0	5	0	5	0	6	4.41
0	5	0	5	0	6	7.51
0	5	0	5	0	7	13.77
0	5	0	5	0	8	23.96
0	5	0	5	0	9	37.38
0	5	0	5	0	9	56.46
0	5	2	1	0	0	0.05
0	5	2	1	0	0	0.17
0	5	2	1	0	1	0.35
0	5	2	1	0	2	0.63
0	5	2	1	0	3	1.01
0	5	2	1	0	3	1.43
0	5	2	1	0	4	2.05
0	5	2	1	0	5	2.73
0	5	2	1	0	6	3.87
0	5	2	1	0	6	7.19
0	5	2	1	0	7	13.96
0	5	2	1	0	8	25.18
0	5	2	1	0	9	41.34
0	5	2	1	0	9	62.42
1	6	0	4	0	0	0.03
1	6	0	4	0	0	0.18
1	6	0	4	0	1	0.4
1	6	0	4	0	2	0.73
1	6	0	4	0	3	1.3
1	6	0	4	0	3	2.16
1	6	0	4	0	4	3.35
