0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.182704
0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0.187852
0	0	2	0	0	0	0	1	2	1	1	0	0	2	0	0.189994
0	0	3	0	0	0	0	1	3	0	0	0	0	3	0	0.185989
0	0	4	0	0	0	0	0	4	0	0	0	0	2	1	0.175029
0	0	5	0	0	0	0	1	3	1	1	0	0	1	1	0.172712
0	0	6	0	0	0	0	1	2	1	0	0	0	1	1	0.173611
0	0	7	0	0	0	0	1	2	2	0	0	0	1	1	0.179856
0	0	8	0	0	0	0	1	2	0	0	0	0	0	1	0.180941
0	0	9	0	0	0	0	1	1	0	0	0	0	2	2	0.187149
0	0	10	0	0	0	0	1	3	0	0	0	0	4	2	0.18622
0	0	11	0	0	0	0	1	0	1	0	0	0	2	2	0.175541
0	1	0	1	1	1	1	1	0	0	0	1	1	4	1	0.405771
0	1	1	1	1	1	1	1	0	1	0	1	1	2	1	0.389189
0	1	2	1	1	1	1	1	3	3	0	1	1	0	1	0.391304
0	1	3	1	1	1	1	1	1	3	0	1	1	1	1	0.410397
0	1	4	1	1	1	1	1	2	1	0	1	1	3	2	0.410771
0	1	5	1	1	1	1	1	4	0	0	1	1	1	2	0.385027
0	1	6	1	1	1	1	1	2	1	0	1	1	0	2	0.395344
0	1	7	1	1	1	1	1	1	3	0	1	1	2	2	0.413508
0	1	8	1	1	1	1	1	3	0	0	1	1	2	0	0.411711
0	1	9	1	1	1	1	1	3	0	0	1	1	2	0	0.406504
0	1	10	1	1	1	1	1	3	0	0	1	1	2	0	0.407516
0	1	11	1	1	1	1	1	3	1	0	1	1	1	0	0.394823
0	2	0	2	2	2	2	1	4	0	0	2	2	2	0	0.605362
0	2	1	2	2	2	2	1	3	1	0	2	2	2	0	0.599401
0	2	2	2	2	2	2	1	3	2	0	2	2	0	0	0.585938
0	2	3	2	2	2	2	1	1	3	0	2	2	4	0	0.606673
0	2	4	2	2	2	2	1	0	1	0	2	2	2	0	0.5884
0	2	5	2	2	2	2	1	3	0	0	2	2	2	1	0.582201
0	2	6	2	2	2	2	1	3	1	0	2	2	2	1	0.575027
0	2	7	2	2	2	2	1	3	2	0	2	2	1	1	0.580913
0	2	8	2	2	2	2	1	2	0	0	2	2	2	1	0.584958
0	2	9	2	2	2	2	1	3	0	0	2	2	0	2	0.586265
0	2	10	2	2	2	2	1	1	3	0	2	2	4	2	0.607815
0	2	11	2	2	2	2	1	0	0	0	2	2	2	2	0.572675
0	3	0	0	0	0	0	2	0	0	0	0	0	5	2	0.070175
0	3	1	0	0	0	0	3	5	1	2	0	0	6	2	0.065574
0	3	2	0	0	0	0	4	6	3	3	0	0	0	2	0.070175
0	3	3	0	0	0	0	5	1	0	4	0	0	4	0	0.073529
0	3	4	0	0	0	0	3	0	1	5	0	0	2	0	0.069979
0	3	5	0	0	0	0	3	3	0	3	0	0	2	0	0.067705
0	3	6	0	0	0	0	6	3	1	3	0	0	1	0	0.067797
0	3	7	0	0	0	0	7	2	2	6	0	0	1	0	0.070422
0	3	8	0	0	0	0	7	2	0	7	0	0	2	1	0.070821
0	3	9	0	0	0	0	3	3	0	7	0	0	1	1	0.069541
0	3	10	0	0	0	0	3	2	0	3	0	0	6	1	0.071225
0	3	11	0	0	0	0	7	6	0	3	0	0	1	1	0.074963
0	4	0	3	3	3	3	1	2	0	0	3	3	2	0	0.469433
0	4	1	3	3	3	3	1	3	0	0	3	3	1	0	0.468035
0	4	2	3	3	3	3	1	2	3	0	3	3	4	1	0.474394
0	4	3	3	3	3	3	1	0	3	0	3	3	4	1	0.459866
0	4	4	3	3	3	3	1	0	0	0	3	3	4	1	0.441811
0	4	5	3	3	3	3	1	0	0	0	3	3	2	1	0.424957
0	4	6	3	3	3	3	1	3	1	0	3	3	1	2	0.415643
0	4	7	3	3	3	3	1	2	2	0	3	3	2	2	0.431373
0	4	8	3	3	3	3	1	3	0	0	3	3	0	2	0.427019
0	4	9	3	3	3	3	1	1	3	0	3	3	4	2	0.439912
0	4	10	3	3	3	3	1	0	3	0	3	4	2	0	0.418808
0	4	11	3	4	4	4	1	3	1	0	4	4	4	0	0.403337
0	5	0	0	0	0	0	8	0	0	0	0	0	2	1	0.286123
0	5	1	0	0	0	0	0	3	1	8	0	0	1	1	0.282885
0	5	2	0	0	0	0	0	2	3	1	0	0	2	2	0.289575
