0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	1	0	0	1	0	1	1	0	0	0	1	0	1	0	0.000208
0	1	2	0	0	2	0	0	1	0	1	2	0	1	0	1	1	0	0	0.000189
0	2	3	1	0	1	0	0	2	0	1	1	1	0	0	2	2	2	0	0.000384
0	2	4	0	0	1	0	0	3	0	2	3	1	2	1	3	0	3	0	0.000019
0	3	0	0	0	3	0	0	3	0	0	3	2	3	2	2	2	0	0	0
0	4	3	0	0	3	0	1	4	0	0	4	2	3	0	3	2	1	0	0
0	5	5	2	0	4	1	2	4	1	2	0	1	0	3	4	3	4	1	0.000249
0	1	3	0	0	1	0	2	3	0	1	5	0	0	2	0	1	2	2	0.00047
0	1	5	1	0	0	2	3	5	0	0	2	1	0	3	0	0	0	0	0
0	2	5	0	0	0	0	0	1	0	3	1	1	0	4	1	0	2	0	0.000017
0	1	0	0	0	2	0	0	6	0	0	2	0	2	0	2	1	2	1	0.000263
0	2	5	0	0	2	0	1	2	0	0	2	0	2	0	2	1	2	0	0.000435
0	2	6	0	0	1	2	1	3	0	0	3	3	1	3	1	0	1	0	0
0	0	5	1	0	0	0	3	3	2	1	0	0	0	3	0	4	2	0	0
0	0	5	0	0	2	0	3	1	0	0	2	0	2	0	3	0	0	0	0.000227
0	1	2	0	0	3	0	0	2	0	0	3	0	1	2	3	1	0	0	0.000295
0	0	3	0	0	0	0	2	0	0	0	5	1	4	0	0	5	5	0	0.000102
0	0	5	0	0	1	2	4	7	0	1	2	3	1	0	0	0	4	3	0
0	1	0	1	0	1	0	0	7	0	0	1	0	2	0	2	0	1	0	0
0	0	3	0	0	1	0	2	5	0	1	1	0	0	0	0	1	6	0	0.000517
0	6	3	0	0	0	2	3	6	0	0	1	1	0	3	0	1	5	0	0.00056
0	0	5	1	0	1	0	1	2	0	1	3	1	2	3	1	4	2	0	0
0	0	0	0	0	2	0	3	6	0	0	0	0	0	2	0	1	4	0	0
0	1	5	0	0	4	1	3	1	0	0	0	1	0	3	2	0	1	0	0
0	1	1	1	0	1	0	0	7	0	3	2	0	2	3	5	1	7	2	0.001229
0	6	5	3	0	5	3	4	8	0	0	5	0	0	0	5	1	8	0	0.000197
0	0	0	0	0	2	0	0	4	0	0	2	0	1	0	5	1	1	0	0
0	0	0	1	0	1	0	3	7	0	0	2	1	2	0	1	1	3	0	0.00057
0	6	5	0	0	0	2	2	4	3	1	0	0	0	0	3	1	0	0	0
