0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.940725
0	0	1	0	1	0	1	0	1	0	0	0	0	1	0.8865
0	0	0	0	2	0	2	0	2	0	0	0	0	2	0.80057
0	0	0	0	2	0	2	0	2	0	0	0	0	2	0.80057
0	0	0	0	3	0	0	0	1	0	0	0	0	0	0.800382
0	0	0	0	4	0	0	0	0	0	0	0	0	0	0.800125
0	0	1	0	1	0	1	0	1	0	0	0	0	1	0.755167
0	0	0	0	5	0	0	0	0	0	0	0	0	0	0.753683
0	0	0	0	1	0	3	0	0	0	0	0	0	0	0.753098
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.750428
0	0	0	0	6	1	0	0	0	0	0	0	0	0	0.721127
0	0	0	0	7	0	3	0	0	0	0	0	0	3	0.712205
0	0	0	0	8	0	2	0	2	0	0	0	0	2	0.707046
0	0	1	0	7	2	1	0	1	0	0	0	0	1	0.705917
0	0	1	0	0	0	1	0	1	0	0	0	0	1	0.676667
0	0	1	0	9	0	1	0	1	0	0	0	0	4	0.593056
0	0	1	0	4	0	1	0	1	0	0	0	0	1	0.540729
0	0	0	0	9	2	0	0	0	0	0	0	0	0	0.52118
0	0	2	0	2	1	1	0	1	0	0	0	0	4	0.436326
1	0	1	1	9	0	1	0	0	0	0	0	0	5	0.988025
1	0	1	1	2	0	1	0	0	0	0	0	0	4	0.98788
1	0	1	1	6	0	1	0	1	0	0	0	0	1	0.956271
1	0	1	1	5	0	1	0	1	0	0	0	0	1	0.945278
1	0	1	1	1	0	1	0	1	0	0	0	0	1	0.902917
1	0	0	1	1	0	0	0	0	0	0	0	0	0	0.800725
1	0	0	1	5	0	0	0	0	0	0	0	0	0	0.800323
1	0	0	1	0	0	0	0	0	0	0	0	0	0	0.800319
1	0	0	1	2	0	0	0	0	0	0	0	0	0	0.800319
1	0	0	1	2	0	2	0	0	0	0	0	0	2	0.800237
1	0	0	1	8	0	2	0	0	0	0	0	0	2	0.800149
1	0	0	1	3	0	0	0	0	0	0	0	0	0	0.800125
1	0	0	1	4	0	0	0	0	0	0	0	0	0	0.800125
1	0	0	1	7	0	3	0	0	0	0	0	0	3	0.7873
1	0	1	1	1	0	1	0	1	0	0	0	0	1	0.782448
1	0	0	1	1	0	3	0	0	0	0	0	0	0	0.750243
1	0	1	1	7	1	1	0	1	0	0	0	0	1	0.701812
1	0	0	1	9	1	0	0	3	0	0	0	0	0	0.700134
1	0	0	1	6	1	0	0	0	0	0	0	0	0	0.699965
1	0	1	1	0	0	1	0	1	0	0	0	0	1	0.628333
1	0	1	1	4	0	1	0	1	0	0	0	0	1	0.625313
2	0	1	2	5	0	1	0	1	0	0	0	0	1	0.991389
2	0	1	2	6	0	1	0	1	0	0	0	0	1	0.931646
2	0	1	2	1	0	1	0	1	0	0	0	0	1	0.915229
