0	0	0	0	0	0	0	0	21.33
0	0	0	0	0	1	0	0	21.33
0	0	0	0	0	2	0	0	21.33
0	0	0	0	0	3	0	0	21.33
1	1	1	1	0	0	0	0	28.28
1	1	1	1	0	1	0	0	25.38
1	1	1	1	0	2	0	0	25.16
1	1	1	1	0	3	0	0	29.6
2	2	0	2	0	0	0	0	27.3
2	2	0	2	0	1	0	0	21.97
2	2	0	2	0	2	0	0	23.49
2	2	0	2	0	3	0	0	27.87
3	3	1	2	0	0	0	0	23.77
3	3	1	2	0	1	0	0	21.46
3	3	1	2	0	2	0	0	21.16
3	3	1	2	0	3	0	0	24.93
4	4	2	2	0	0	0	0	37.73
4	4	2	2	0	1	0	0	31.27
4	4	2	2	0	2	0	0	30.93
4	4	2	2	0	3	0	0	39.44
5	4	3	1	0	0	0	0	29.79
5	4	3	1	0	1	0	0	29.68
5	4	3	1	0	2	0	0	29.79
5	4	3	1	0	3	0	0	29.4
5	5	4	3	1	0	0	0	10.9
5	5	4	3	1	1	0	0	11.19
5	5	4	3	1	2	0	0	10.94
5	5	4	3	1	3	0	0	11.17
6	6	5	3	1	0	0	0	11.27
6	6	5	3	1	1	0	0	11.72
6	6	5	3	1	2	0	0	11.29
6	6	5	3	1	3	0	0	11.67
7	7	0	3	1	0	0	0	11.74
7	7	0	3	1	1	0	0	12.05
7	7	0	3	1	2	0	0	11.73
7	7	0	3	1	3	0	0	11.93
7	8	1	3	1	0	0	0	12.4
7	8	1	3	1	1	0	0	12.23
7	8	1	3	1	2	0	0	12.4
7	8	1	3	1	3	0	0	12.14
8	9	2	3	1	0	0	0	16.78
8	9	2	3	1	1	0	0	16.8
8	9	2	3	1	2	0	0	16.75
8	9	2	3	1	3	0	0	16.67
8	9	6	3	1	0	0	0	12.07
8	9	6	3	1	1	0	0	12.22
8	9	6	3	1	2	0	0	12.08
8	9	6	3	1	3	0	0	12.04
0	0	0	0	0	0	1	1	26.47
0	0	0	0	0	1	1	1	26.37
0	0	0	0	0	2	1	1	26.44
0	0	0	0	0	3	1	1	26.29
1	1	1	1	0	0	1	1	32.92
1	1	1	1	0	1	1	1	29.87
1	1	1	1	0	2	1	1	29.58
1	1	1	1	0	3	1	1	34.33
2	2	0	2	0	0	1	1	30.89
2	2	0	2	0	1	1	1	25.6
2	2	0	2	0	2	1	1	27.03
2	2	0	2	0	3	1	1	31.73
3	3	1	2	0	0	1	1	27.31
3	3	1	2	0	1	1	1	24.91
3	3	1	2	0	2	1	1	24.61
3	3	1	2	0	3	1	1	28.51
4	4	2	2	0	0	1	1	41.68
4	4	2	2	0	1	1	1	35.28
4	4	2	2	0	2	1	1	34.43
4	4	2	2	0	3	1	1	43.33
5	4	3	1	0	0	1	1	33.87
5	4	3	1	0	1	1	1	34.07
5	4	3	1	0	2	1	1	34.14
5	4	3	1	0	3	1	1	33.67
5	5	4	3	1	0	1	1	13.43
5	5	4	3	1	1	1	1	13.71
5	5	4	3	1	2	1	1	13.48
5	5	4	3	1	3	1	1	13.7
6	6	5	3	1	0	1	1	13.8
6	6	5	3	1	1	1	1	14.28
6	6	5	3	1	2	1	1	13.87
6	6	5	3	1	3	1	1	14.27
7	7	0	3	1	0	1	1	14.28
7	7	0	3	1	1	1	1	14.61
7	7	0	3	1	2	1	1	14.3
7	7	0	3	1	3	1	1	14.45
7	8	1	3	1	0	1	1	13.9
7	8	1	3	1	1	1	1	13.72
7	8	1	3	1	2	1	1	13.88
7	8	1	3	1	3	1	1	13.65
8	9	2	3	1	0	1	1	19.37
8	9	2	3	1	1	1	1	19.43
8	9	2	3	1	2	1	1	19.34
8	9	2	3	1	3	1	1	19.32
8	9	6	3	1	0	1	1	14.34
8	9	6	3	1	1	1	1	14.5
8	9	6	3	1	2	1	1	14.33
8	9	6	3	1	3	1	1	14.27
0	0	0	0	0	0	1	2	25.95
0	0	0	0	0	1	1	2	25.63
0	0	0	0	0	2	1	2	26.13
0	0	0	0	0	3	1	2	25.89
1	1	1	1	0	0	1	2	32.54
1	1	1	1	0	1	1	2	29.44
1	1	1	1	0	2	1	2	29.36
1	1	1	1	0	3	1	2	34.2
2	2	0	2	0	0	1	2	30.91
2	2	0	2	0	1	1	2	25.63
2	2	0	2	0	2	1	2	27.36
2	2	0	2	0	3	1	2	31.9
3	3	1	2	0	0	1	2	27.38
3	3	1	2	0	1	1	2	25.02
3	3	1	2	0	2	1	2	24.8
3	3	1	2	0	3	1	2	28.79
4	4	2	2	0	0	1	2	41.07
4	4	2	2	0	1	1	2	34.62
4	4	2	2	0	2	1	2	33.87
4	4	2	2	0	3	1	2	42.86
5	4	3	1	0	0	1	2	33.91
5	4	3	1	0	1	1	2	34.07
5	4	3	1	0	2	1	2	34.17
5	4	3	1	0	3	1	2	33.78
5	5	4	3	1	0	1	2	13.39
5	5	4	3	1	1	1	2	13.72
5	5	4	3	1	2	1	2	13.57
5	5	4	3	1	3	1	2	13.79
6	6	5	3	1	0	1	2	13.67
6	6	5	3	1	1	1	2	14.11
6	6	5	3	1	2	1	2	13.8
6	6	5	3	1	3	1	2	14.21
7	7	0	3	1	0	1	2	13.2
7	7	0	3	1	1	1	2	13.54
7	7	0	3	1	2	1	2	13.32
7	7	0	3	1	3	1	2	13.51
7	8	1	3	1	0	1	2	14.86
7	8	1	3	1	1	1	2	14.75
7	8	1	3	1	2	1	2	15
7	8	1	3	1	3	1	2	14.74
8	9	2	3	1	0	1	2	19.23
8	9	2	3	1	1	1	2	19.34
8	9	2	3	1	2	1	2	19.32
8	9	2	3	1	3	1	2	19.3
8	9	6	3	1	0	1	2	14.37
8	9	6	3	1	1	1	2	14.57
8	9	6	3	1	2	1	2	14.27
8	9	6	3	1	3	1	2	14.24
0	0	0	0	0	0	1	3	25.68
