{0}	{0}	{0}	{0}	{0}	{0}	{0}	{0}	{0}	{0}	{0, 1, 2, 3, 4}	{0}	{0}	{0}	0	1	3	
{0}	{0}	{1}	{0}	{1}	{0}	{1}	{0}	{1}	{0}	{0}	{0}	{0, 1, 2}	{1}	0	1	2	
{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58}	{0}	{0}	{0}	{2}	{0}	{2}	{0}	{2}	{0}	{0}	{0}	{0}	{2}	3	6	12	
{0}	{0}	{0, 1, 2}	{0}	{2}	{0}	{2}	{0}	{2}	{0, 1, 2, 3, 4}	{0}	{0}	{0}	{2}	3	6	12	
{0}	{0}	{0}	{0, 1, 2, 3, 4, 5}	{3}	{0}	{0}	{0}	{1}	{0}	{0}	{0}	{0}	{0}	3	6	12	
{0}	{0}	{0}	{0}	{4}	{0}	{0}	{0}	{0}	{0}	{0}	{0}	{0, 1, 2}	{0}	3	6	12	
{0}	{0}	{1}	{0}	{1}	{0}	{1}	{0}	{1}	{0, 1, 2, 3, 4}	{0}	{0}	{0}	{1}	3	7	14	
{0}	{0}	{0}	{0}	{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}	{0}	{0}	{0}	{0}	{0}	{0}	{0}	{0}	{0}	3	7	14	
{0}	{0}	{0}	{0}	{1}	{0}	{3}	{0}	{0}	{0}	{0}	{0}	{0}	{0}	3	7	14	
{0}	{0}	{0}	{0}	{1}	{0}	{0}	{0}	{0}	{0}	{0}	{0}	{0}	{0}	3	7	14	
{0}	{0}	{0}	{0}	{6}	{1}	{0}	{0}	{0}	{0}	{0}	{0}	{0}	{0}	1	3	7	
{0}	{0}	{0}	{0}	{7}	{0}	{3}	{0}	{0}	{0}	{0}	{0}	{0}	{3}	1	3	7	
{0}	{0}	{0}	{0}	{8}	{0}	{2}	{0}	{2}	{0}	{0}	{0}	{0}	{2}	1	3	7	
{0}	{0}	{1}	{0, 1, 2, 3, 4, 5}	{7}	{0, 1, 2, 3, 4, 5, 6}	{1}	{0}	{1}	{0}	{0}	{0}	{0}	{1}	1	3	7	
{0}	{0}	{1}	{0}	{0}	{0}	{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}	{0}	{1}	{0}	{0}	{0}	{0}	{1}	1	3	6	
{0}	{0}	{1}	{0}	{9}	{0}	{1}	{0}	{1}	{0}	{0}	{0}	{0}	{4}	1	2	4	
{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58}	{0}	{1}	{0}	{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}	{0}	{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}	{0}	{1}	{0}	{0}	{0}	{0}	{1}	1	2	5	
{0}	{0}	{0}	{0}	{9}	{2}	{0}	{0}	{0}	{0}	{0}	{0}	{0}	{0}	1	2	5	
{0}	{0}	{2}	{0}	{2}	{1}	{1}	{0}	{1}	{0}	{0}	{0}	{0}	{0, 1, 2, 3, 4, 5, 6, 7}	2	4	8	
{1}	{0}	{1}	{1}	{9}	{0}	{1}	{0}	{0}	{0}	{0}	{0}	{0}	{5}	0	0	0	
{1}	{0}	{1}	{1}	{2}	{0}	{1}	{0}	{0}	{0}	{0}	{0}	{0}	{4}	0	0	0	
{1}	{0}	{1}	{0, 1, 2, 3, 4, 5}	{6}	{0}	{1}	{0}	{1}	{0}	{0}	{0}	{0}	{1}	0	0	0	
{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58}	{0}	{1}	{1}	{5}	{0}	{1}	{0}	{0, 1, 2, 3, 4, 5, 6}	{0}	{0}	{0}	{0}	{1}	0	1	3	
{1}	{0}	{1}	{1}	{1}	{0}	{1}	{0}	{1}	{0}	{0}	{0}	{0}	{1}	0	1	2	
{1}	{0}	{0}	{1}	{1}	{0}	{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}	{0}	{0}	{0}	{0}	{0}	{0}	{0}	3	6	12	
{1}	{0}	{0}	{1}	{5}	{0}	{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}	{0}	{0}	{0}	{0}	{0}	{0}	{0}	3	6	12	
