0	0	0	0	0	0	3	6	12
0	1	0	1	1	0	3	6	11
1	2	0	2	0	0	0	1	3
1	2	0	2	0	0	0	0	0
2	3	0	2	1	0	3	6	11
3	3	1	3	2	1	3	7	13
3	0	0	4	1	2	3	6	11
4	1	0	5	1	0	0	1	2
1	0	2	6	3	3	1	3	6
4	1	3	3	4	1	1	2	5
5	0	0	6	1	2	3	6	11
6	3	0	1	1	0	2	4	8
0	4	0	2	4	2	3	6	12
3	1	1	7	2	4	1	2	5
1	2	4	7	5	2	3	7	14
1	5	0	8	0	0	0	0	1
7	6	0	5	1	0	2	4	9
3	1	0	6	1	2	3	6	12
4	2	0	9	4	0	3	6	11
3	6	0	4	4	0	0	1	3
4	3	1	3	2	1	1	2	4
4	4	0	4	1	0	0	0	1
0	2	3	6	3	5	1	2	5
5	4	0	4	1	0	0	1	3
8	7	0	7	1	0	3	6	12
5	8	3	8	1	1	1	2	4
3	6	0	2	1	0	0	0	0
7	4	0	2	3	0	3	7	13
1	1	0	7	1	2	0	1	3
5	3	0	2	1	0	0	0	0
1	9	5	6	6	6	1	2	5
3	8	4	4	0	2	1	2	5
3	5	0	6	1	2	3	7	14
7	2	0	5	1	0	0	1	3
3	2	0	4	0	0	0	0	0
1	2	5	6	7	1	1	2	4
0	2	3	8	2	1	1	2	5
9	4	3	6	3	5	1	2	4
3	6	0	5	4	0	0	1	3
9	2	0	2	0	0	0	1	2
8	2	5	6	6	4	1	3	6
1	2	5	6	6	4	1	3	6
4	5	0	2	2	2	3	7	14
3	0	0	5	0	0	3	7	14
1	6	0	7	1	0	0	0	0
5	5	0	9	4	0	3	6	12
4	1	0	1	4	0	3	6	11
1	5	0	3	1	2	2	4	8
4	9	6	6	6	6	1	3	7
3	8	5	6	3	6	1	3	7
4	1	0	7	1	2	0	1	2
5	0	3	6	3	5	1	2	5
1	0	3	3	1	1	1	2	4
5	2	0	2	4	2	3	6	12
5	2	0	2	0	0	0	0	1
2	0	4	6	3	2	1	3	7
4	0	0	9	4	0	3	6	11
0	6	0	4	2	2	0	0	1
1	8	5	6	3	6	1	2	5
5	2	0	2	2	2	3	6	11
4	4	3	8	2	1	1	2	5
1	3	0	5	1	0	2	4	8
0	2	1	3	2	1	1	2	4
1	6	0	7	1	0	0	0	0
6	2	4	6	2	5	1	2	4
4	7	0	9	1	0	0	1	2
8	6	0	5	4	0	0	0	1
1	3	0	2	4	0	0	0	0
4	8	0	5	1	2	3	7	14
2	4	0	2	0	0	3	6	11
1	3	0	1	1	0	2	4	8
5	5	0	3	1	2	3	6	11
1	0	0	9	1	0	3	7	14
9	2	5	6	6	4	1	3	6
0	3	0	0	0	2	0	0	0
1	4	3	6	3	5	1	2	4
1	5	0	3	1	2	3	7	14
2	1	1	3	2	1	1	2	4
0	5	0	8	1	2	1	2	4
8	1	3	6	3	5	1	2	4
1	4	0	7	1	0	3	6	11
8	0	0	5	2	0	3	7	14
5	2	0	4	4	0	0	1	3
0	9	7	3	2	4	1	3	6
5	2	0	4	4	0	3	6	11
3	6	0	1	4	0	0	0	1
2	6	3	6	3	5	1	2	4
1	2	5	6	6	4	1	3	6
0	4	3	6	0	7	0	1	3
1	9	5	6	6	4	1	2	4
2	6	0	6	1	2	0	1	2
7	4	3	6	0	7	3	6	11
0	1	1	7	2	4	1	2	5
0	0	4	6	3	2	1	3	6
0	7	0	2	4	0	3	6	11
0	3	0	2	4	0	0	0	1
4	3	0	1	1	0	2	4	8
5	8	0	3	1	2	3	7	14
4	2	0	2	0	0	0	0	1
4	3	0	1	1	0	2	4	8
1	2	4	7	0	2	3	6	12
2	4	0	6	1	2	3	7	13
5	6	0	5	4	0	0	0	0
3	6	0	5	3	2	0	1	2
3	0	0	5	2	0	3	7	13
2	6	0	5	1	0	2	4	9
5	2	0	9	1	0	0	1	3
6	4	3	6	3	5	1	2	4
4	0	0	8	4	2	3	7	14
1	6	1	3	2	1	1	2	4
5	3	0	2	4	0	0	0	1
1	0	0	4	1	0	3	6	12
4	4	1	3	2	1	1	2	5
6	2	0	5	2	2	1	3	7
3	8	0	9	1	0	0	0	1
5	1	4	8	1	0	0	1	2
8	0	8	6	6	8	1	3	7
8	2	5	6	8	4	1	3	7
1	9	3	3	4	1	3	7	13
1	2	0	2	0	0	2	4	8
9	2	0	2	4	2	3	7	13
1	2	0	2	4	2	0	1	3
7	0	0	7	0	0	3	7	13
4	6	0	6	4	2	0	1	2
0	4	0	4	1	0	0	0	0
9	6	0	5	4	0	0	1	3
5	5	4	7	1	2	2	4	8
7	6	0	2	1	0	0	0	0
5	7	0	5	4	0	2	4	8
4	5	0	4	1	0	3	6	11
7	8	0	9	1	2	3	6	12
1	6	1	3	2	1	3	7	13
9	8	0	2	1	0	3	6	12
2	1	0	9	0	0	3	6	12
3	0	0	5	4	0	3	6	11
0	1	4	6	2	5	1	2	5
3	4	0	2	1	0	0	1	3
1	2	0	5	2	0	0	1	3
9	4	4	6	1	7	3	6	11
3	4	0	2	4	2	3	6	11
7	2	0	2	0	0	0	0	1
6	3	3	3	4	1	1	2	4
4	1	0	2	4	0	3	6	12
1	2	0	2	4	2	3	6	12
5	4	3	6	3	5	1	2	4
0	6	0	2	1	0	0	1	2
3	6	0	6	4	2	0	0	1
3	6	0	9	4	0	3	6	11
1	2	9	6	8	1	0	1	2
3	0	0	9	1	0	3	6	12
7	5	0	4	4	0	0	1	3
1	3	0	1	1	2	0	1	2
6	4	3	6	3	5	1	2	4
7	3	0	5	3	2	3	6	11
1	2	5	6	6	4	1	2	5
9	2	5	6	6	4	1	3	6
1	0	4	6	3	2	1	3	6
7	2	4	7	1	2	3	7	14
8	4	0	2	1	0	3	6	12
3	2	4	7	1	2	3	6	12
0	6	0	9	2	2	2	4	8
4	1	0	3	1	2	3	6	12
3	2	5	6	6	4	1	3	7
1	3	0	2	4	0	0	0	0
2	6	0	6	4	2	0	0	0
0	2	4	6	1	5	3	7	13
4	6	0	5	1	0	2	4	9
4	8	0	9	1	0	3	6	11
5	8	0	2	2	0	3	6	12
4	3	3	6	3	5	1	2	5
6	9	5	6	6	6	1	3	7
5	6	0	2	1	0	2	4	8
1	3	0	1	1	0	2	4	8
5	7	0	7	0	0	3	7	14
4	6	0	4	1	2	0	1	2
5	8	0	3	4	2	3	7	14
2	2	6	6	3	6	1	3	6
5	0	0	1	1	0	3	6	11
1	4	4	7	5	2	3	7	14
5	2	0	6	1	7	3	6	11
3	8	5	6	3	6	1	3	6
9	4	0	9	0	0	0	0	0
1	2	1	3	2	1	1	2	5
1	2	5	6	6	4	1	3	6
3	2	7	6	3	9	1	2	5
3	0	3	3	4	1	1	2	5
9	1	1	3	2	1	1	2	4
8	4	7	6	3	9	1	2	5
0	0	0	9	1	0	0	1	2
0	2	5	6	6	4	1	2	5
1	5	0	9	1	2	3	6	11
9	2	4	8	1	5	3	6	12
9	7	0	4	4	0	3	6	11
4	4	0	2	0	0	0	1	3
1	2	9	6	8	1	1	2	4
6	2	0	2	3	0	3	7	14
8	9	4	8	1	0	3	7	14
7	0	0	9	4	0	0	1	3
5	0	0	4	4	0	3	6	12
4	1	0	9	4	0	3	7	13
4	2	4	6	2	5	1	2	4
4	4	0	2	0	0	0	1	2
0	5	0	3	1	2	3	7	13
3	2	0	2	0	0	0	1	2
8	1	3	6	3	5	1	2	4
5	4	3	3	4	1	1	2	5
7	9	0	0	0	2	0	1	2
5	5	0	3	1	2	3	7	14
3	4	3	6	3	5	1	2	4
2	0	0	9	1	0	3	6	11
1	3	0	2	1	0	0	0	1
5	6	0	6	1	2	3	6	11
6	1	3	8	0	7	3	7	13
5	3	0	1	1	0	2	4	8
1	1	3	3	4	1	1	2	5
6	1	0	9	4	0	0	1	3
7	5	0	6	4	2	3	6	12
0	8	0	5	1	0	3	6	11
4	2	0	2	4	2	0	1	2
3	8	0	9	1	2	3	6	11
6	5	0	1	1	0	2	4	9
6	4	3	6	0	7	3	6	12
1	8	0	0	1	2	0	1	3
7	4	3	6	0	7	3	6	11
6	0	0	5	1	0	0	1	2
7	6	0	5	4	0	0	1	3
8	2	5	6	6	4	1	3	7
0	0	0	9	1	0	3	6	11
4	4	7	6	9	1	0	1	2
1	0	4	6	3	2	1	3	6
1	6	1	3	2	1	3	7	13
2	2	5	6	6	4	1	3	7
0	8	5	6	3	6	1	3	6
6	7	0	1	1	0	3	7	13
7	3	1	7	2	1	1	2	5
3	4	0	4	4	0	3	6	12
9	6	0	0	0	2	2	4	8
9	4	4	6	1	7	3	6	12
